Hierarchical Name,Hierarchical Name,Coded Text
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Integrative Perspective\Integrality,Integrality
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Journal,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Journal\Cognitive Psychology,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Number of Citations,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Number of Citations\1-10,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Response-time models,Response times
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Response-time models\Response times,Response times
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Sequential sampling models,Sequence effects
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Sequential sampling models\Sequence effects,Sequence effects
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Similarity,Similarity
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Year,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Little, D. R., Wang, T., & Nosofsky, R. M. (2016). Sequence-sensitive exemplar and decision-bound accounts of speeded-classification performance in a modified Garner-tasks paradigm. Cognitive psychology",Nodes\\Year\2016,Sequence-sensitive exemplar and decision-bound accounts of speeded-classiﬁcation performance in a modiﬁed Garner-tasks paradigm
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Behavioral interventions,behavioral genetics
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Behavioral interventions\behavioral genetics,behavioral genetics
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\environment,environment
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\genetics,heritability
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\genetics\heritability,heritability
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Journal,The Behavioral Genetics of Personality Disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Journal\Annual Review of Clinical Psychology,The Behavioral Genetics of Personality Disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Number of Citations,The Behavioral Genetics of Personality Disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Number of Citations\61-70,The Behavioral Genetics of Personality Disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\personality,personality disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\personality,personality
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\personality\personality disorder,personality disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Year,The Behavioral Genetics of Personality Disorder
"Internals\\Livesley, W. J., & Jang, K. L. (2008). The behavioral genetics of personality disorder",Nodes\\Year\2008,The Behavioral Genetics of Personality Disorder
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Brain\brain structure\limbic structures\hippocampus,hippocampus
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Brain\brain structure\neocortex,neocortical junctions
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Brain\brain structure\neocortex\neocortical junctions,neocortical junctions
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Journal,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Journal\Behavioral and Brain Scienes,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Memory,ancient art of memory
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Memory,episodic memory
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Memory\ancient art of memory,ancient art of memory
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Memory\episodic memory,episodic memory
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Number of Citations,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Number of Citations\71-80,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Optimization\optimizes memory performance,optimizes memory performance
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Year,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Llewellyn, S. (2013). Such stuff as dreams are made on Elaborative encoding, the ancient art of memory, and the hippocampus.",Nodes\\Year\2013,"Such stuff as dreams are made on? Elaborative encoding, the ancient art of memory, and the hippocampus"
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\context dependence\contextual-sensitivity,contextual-sensitivity
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Journal,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Journal\Educational Psychologist,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Number of Citations,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Number of Citations\91-100,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\transfer of learning,transfer of learning
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Year,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
"Internals\\Lobato, J. (2012). The actor-oriented transfer perspective and its contributions to educational research and practice. Educational Psychologist",Nodes\\Year\2012,The Actor-Oriented Transfer Perspective and Its Contributions to Educational Research and Practice
